Index,Title,RT Critic,RT User,IMDB User,TV_0,Print_0,TV_1,Print_1,Screens_1,BO_1,TV_2,Print_2,Screens_2,BO_2,TV_3,Print_3,Screens_3,BO_3,TV_4,Print_4,Screens_4,BO_4,TV_5,Print_5,Screens_5,BO_5,TV_6,Print_6,Screens_6,BO_6,TV_7,Print_7,Screens_7,BO_7,TV_8,Print_8,Screens_8,BO_8,TV_9,Print_9,Screens_9,BO_9,TV_10,Print_10,Screens_10,BO_10,Distributor,Genre,Runtime,MPAA Rating,Production Budget
153,Mad Hot Ballroom,0.84,0.8,7.3,0,82500,0,184700,2.0,67294,48300,336300,13.85714286,192401,5200,477800,44.0,445058,20400,417100,76.57142857,425849,1500,341800,92.57142857,459620,160300,258300,110.42857140000001,473058,10100,210700,123.57142859999999,564905,18000,157200,133.4285714,606442,0,136500,133.4285714,573292,0,194900,132.5714286,472514,Paramount Classics,Documentary,1 hrs. 50 min.,PG,
154,Made in Dagenham,0.8,0.74,7.1,0,103500,11500,160600,5.1428571430000005,61350,1500,134900,10.0,70081,0,53900,9.857142857000001,40858,0,28200,8.0,16312,48700,52600,15.0,27023,43000,95100,26.14285714,56256,77700,50500,38.71428571,100297,154200,18900,39.57142857,91088,192700,3300,67.71428571,115131,38600,1100,57.14285714,71798,Sony Classics,Drama,1 hrs. 53 min.,R,7200000.0
155,Man on Wire,1.0,0.87,7.9,0,10600,0,36900,2.0,85260,0,104200,3.714285714,76655,0,210100,47.0,358865,0,141800,58.0,293224,0,34200,59.0,253025,0,23700,68.57142857,289861,0,30300,70.42857143,235325,0,20800,65.14285714,162717,0,12600,69.0,135592,0,7300,55.71428571,106554,Magnolia,Documentary,1 hrs. 30 min.,PG-13,1326240.0
156,Mao's Last Dancer,0.55,0.79,7.2,0,38400,0,233900,30.0,301329,0,186500,62.85714286,405689,0,171300,82.42857143,499968,0,137000,90.0,458202,0,91200,86.0,332099,0,107800,105.8571429,373891,0,134900,115.8571429,358668,0,59600,101.0,260874,0,30900,94.14285714,201594,0,21300,85.85714286,174470,Samuel Goldwyn,Drama,2 hrs. 7 min.,PG,22535000.0
157,Margot At The Wedding,0.52,0.39,6.0,234000,91400,323300,591100,11.42857143,191040,1900,530900,34.0,456881,0,251000,33.85714286,242887,0,127000,66.71428571,272388,0,138300,90.85714286,220109,0,76500,79.0,120245,0,29500,68.14285714,122377,0,1200,58.28571429,78671,0,2600,34.28571429,37038,0,0,9.0,7595,Paramount Vantage,Comedy / Drama,1 hrs. 33 min.,R,10000000.0
158,Married Life,0.55,0.36,6.4,0,43600,0,62500,9.0,80333,0,80500,21.71428571,134297,0,88400,29.0,157596,0,182800,105.7142857,353575,0,97900,96.57142857,212895,0,58500,75.28571429,136994,0,22700,58.0,66204,0,2400,43.42857143,45561,0,1600,34.42857143,27534,0,0,22.0,13702,Sony Classics,Crime Comedy,1 hrs. 30 min.,PG-13,12000000.0
159,Me And Orson Welles,0.85,0.59,6.9,111500,59100,74200,317100,4.0,97223,75300,340200,4.714285714,60193,0,657200,37.85714286,174346,0,358600,95.71428571,222783,0,142200,97.57142857,163392,0,17000,74.71428571,140919,0,21600,35.42857143,56446,0,2400,13.28571429,32608,0,0,10.14285714,23898,0,0,9.5,3778,Freestyle Releasing,Drama,1 hrs. 47 min.,PG-13,25000000.0
160,Me And You And Everyone We Know,0.81,0.83,7.4,1900,61900,33300,198100,1.0,49333,21000,117100,5.0,119989,24400,248200,25.71428571,379201,3100,259800,48.0,467983,0,188400,78.85714286,446358,1900,109900,106.57142859999999,409136,5900,63600,98.85714286,322016,5800,29100,109.8571429,291042,0,23400,80.28571429,180772,0,8200,53.28571429,94611,IFC,Comedy / Drama,1 hrs. 30 min.,R,2000000.0
161,Mean Creek,0.9,0.79,7.3,0,48300,0,78000,4.0,44298,0,219200,20.0,107203,0,139000,34.28571429,139460,0,57400,29.0,63814,0,50400,36.57142857,69464,0,15300,37.57142857,43194,0,0,18.71428571,16309,0,0,16.14285714,9924,0,0,10.28571429,5840,0,0,5.571428571,3201,Paramount Classics,Drama / Thriller,1 hrs. 29 min.,R,500000.0
162,Meek's Cutoff,0.85,0.55,6.8,0,0,0,13600,2.0,30071,0,7600,2.0,21985,0,11200,6.0,53415,0,9900,10.0,45585,0,30300,18.42857143,83469,0,20300,29.14285714,113317,0,20100,36.42857143,100889,0,17300,32.85714286,106491,0,4400,27.42857143,57632,0,700,24.85714286,39446,Oscilloscope Pictures,Western,1 hrs. 44 min.,PG,
163,Melinda And Melinda,0.53,0.48,6.5,0,0,90900,665000,22.28571429,233335,24900,551800,78.71428571,857504,0,447000,165.71428569999998,619581,0,285900,227.4285714,542503,0,181600,215.0,430477,0,125700,144.4285714,219746,0,40700,64.0,96521,0,20200,43.57142857,57273,0,5700,29.14285714,36413,0,0,20.0,16458,Fox Searchlight,Fantasy Comedy,1 hrs. 40 min.,PG-13,
164,Merchant Of Venice,0.72,0.71,7.1,1600,127900,0,224800,3.0,103185,0,99100,3.0,65874,0,129000,10.85714286,157669,0,158400,22.85714286,158950,0,130500,36.71428571,234001,0,94900,44.0,238238,0,75600,48.42857143,251707,0,89100,55.71428571,280085,0,73400,64.0,208333,0,34000,65.5,30886,Sony Classics,Period Drama,2 hrs. 18 min.,R,30000000.0
165,Metallica: Some Kind Of Monster,0.88,0.82,7.5,1000,28500,17400,49700,3.0,70591,85200,70700,7.142857143,133555,181200,195200,24.14285714,130702,31500,381100,121.7142857,321886,0,127200,112.42857140000001,180308,0,43000,44.57142857,55122,0,30300,20.0,30353,0,11500,22.85714286,28303,0,3500,16.85714286,14422,0,6900,12.71428571,13660,IFC,Documentary,2 hrs. 20 min.,Unrated,
166,Midnight in Paris,0.93,0.82,7.9,0,197100,38900,363900,6.0,903226,251400,523400,56.14285714,3065908,1854100,597400,129.1428571,3480209,773700,756500,865.1428571,7528277,144500,602700,906.8571429,6468851,313500,511700,783.7142857000001,5042068,64000,645400,715.8571429,4919596,10500,263500,686.7142857000001,3380395,0,250500,595.4285714,2601271,28700,128000,503.85714289999993,2272953,Sony Classics,Romantic Comedy,1 hrs. 28 min.,PG-13,17000000.0
167,Milk,0.94,0.88,7.8,0,570200,8600,1424200,33.42857143,2104649,593800,1137700,70.57142857,2172725,1514800,1264000,230.1428571,3099969,785100,952700,304.42857139999995,2486612,628800,1479100,273.0,2811119,903300,1758400,266.1428571,2776088,1056700,906000,254.28571430000002,1620531,400,700900,204.1428571,1031058,212900,755300,194.5714286,1005385,1240000,1730300,198.0,139433,Focus Features,Drama,2 hrs. 8 min.,R,20000000.0
168,Millions,0.87,0.76,7.1,12100,65000,4500,154800,5.1428571430000005,96274,0,781400,30.57142857,299605,0,623600,65.42857143,581140,0,548900,103.57142859999999,510033,0,224900,145.4285714,485437,0,512800,203.0,710026,17600,438300,243.0,690102,5500,353100,263.7142857,598313,0,278700,221.8571429,483902,0,128700,152.71428569999998,274959,Fox Searchlight,Family,1 hrs. 35 min.,PG,
169,Mirrormask,0.54,0.76,6.9,0,0,0,0,17.0,180127,0,0,22.0,134562,0,0,26.0,111358,0,0,29.85714286,96378,0,0,27.85714286,72384,0,0,29.71428571,63975,0,0,26.14285714,37024,0,0,14.71428571,14328,0,0,6.714285714,5329,0,0,9.428571429,5255,IDP,Fantasy,1 hrs. 41 min.,PG,4000000.0
170,Miss Potter,0.66,0.67,7.1,141300,39000,121000,95300,2.0,17555,70700,561500,25.85714286,170368,3000,517900,23.85714286,177760,0,169700,19.71428571,122915,0,680000,16.42857143,80182,0,74300,10.0,49271,0,24200,3.0,14053,0,8000,2.0,7751,0,474000,2.857142857,5398,0,0,2.0,3078,MGM (Weinstein),Drama,1 hrs. 32 min.,PG,30000000.0
171,Moon,0.89,0.85,8.0,2200,43600,0,73200,8.0,213561,0,46200,21.0,267107,0,57700,20.71428571,198193,0,107000,41.28571429,342078,0,147700,214.5714286,863080,0,62100,219.8571429,727184,0,34200,162.8571429,523527,0,20300,160.5714286,367801,0,10300,110.57142859999999,209095,0,5400,69.14285714,111993,Sony Classics,Sci-Fi,1 hrs. 37 min.,R,5000000.0
172,More Than A Game,0.73,0.84,7.4,209500,27400,238200,151800,14.14285714,220854,44300,90500,43.0,175665,0,235300,100.57142859999999,248581,0,43000,93.14285714,122005,0,0,95.42857143,73590,0,0,54.14285714,37522,0,0,46.0,23574,0,0,10.28571429,7701,0,0,4.8571428569999995,5612,0,0,1.0,285,Lionsgate,Documentary,1 hrs. 42 min.,PG,
173,Mother And Child,0.79,0.75,7.2,7400,8500,7200,18000,4.0,58847,5300,65800,18.0,77622,0,64000,30.14285714,100705,0,32100,28.85714286,84494,0,51300,42.85714286,117587,0,36000,39.57142857,94525,0,14200,37.71428571,68176,0,28000,89.57142857,116181,0,2800,59.85714286,90617,0,0,33.14285714,47394,Sony Classics,Drama,2 hrs. 5 min.,R,4825000.0
174,Mrs. Henderson Presents,0.67,0.64,7.0,0,109000,0,200600,6.142857143,81038,0,117300,6.0,63511,0,118200,8.571428571,105231,97300,97100,9.0,118663,109200,125500,8.0,103969,24100,374100,29.0,384258,0,185800,31.0,333169,21200,203700,31.28571429,296971,7400,481400,211.0,1293535,48000,276300,203.28571430000002,895505,Weinstein Company,Period Comedy,1 hrs. 43 min.,R,20000000.0
175,Mrs. Palfrey At The Claremont,0.7,0.78,7.4,0,18900,0,38000,1.0,16237,0,57000,3.0,26341,0,36400,4.0,15787,0,24200,4.714285714,10982,0,3600,2.285714286,2045,0,600,2.0,1308,0,900,1.333333333,1817,0,0,1.0,2503,0,0,2.0,18598,0,0,1.857142857,13587,Cineville,Comedy / Drama,1 hrs. 45 min.,Unrated,750000.0
176,Murderball,0.98,0.87,7.8,210100,52000,175300,189600,8.0,79393,198700,155900,9.0,47790,277800,141800,25.14285714,142661,366300,191700,65.0,270937,199300,125800,77.71428571,262637,0,58100,74.85714286,156718,0,3800,53.14285714,71032,0,1200,38.57142857,45616,0,0,35.0,36445,0,0,34.85714286,27519,ThinkFilm,Documentary,1 hrs. 28 min.,R,
177,My One And Only,0.68,0.48,6.6,144600,69200,20600,331300,4.0,85986,94900,258200,10.0,113114,22600,507200,71.0,546051,288900,351500,107.0,447789,600,307800,186.0,377799,0,105700,219.5714286,342075,0,58300,150.4285714,143654,0,10400,114.8571429,88964,0,1300,41.0,33941,0,1700,16.14285714,17516,Freestyle Releasing,Period Comedy,1 hrs. 25 min.,PG-13,
178,My Summer of Love,0.9,0.67,6.9,0,156800,0,383600,17.0,137566,0,625500,51.0,250765,0,92600,50.71428571,190017,0,12300,38.14285714,102816,0,6000,29.71428571,59023,0,0,14.85714286,16955,0,0,13.0,16252,0,0,8.857142857000001,7600,0,0,5.857142857,5735,0,0,5.857142857,2595,Focus Features,Romance,1 hrs. 27 min.,R,2254610.0
179,My Week With Marilyn,0.83,0.73,0.0,1850200,60900,472900,1513300,187.5714286,2177912,142900,401700,213.0,1518162,277100,451000,212.28571430000002,1056597,526200,249800,207.5714286,812718,331000,992600,425.85714289999993,1091395,107000,318200,547.7142857000001,1567932,132400,198900,523.0,1105038,126400,85500,382.0,783593,4200,46700,210.5714286,445311,19700,15600,162.0,79548,Weinstein Company,Drama,1 hrs. 39 min.,R,8487940.0
180,Mysterious Skin,0.84,0.88,7.8,0,0,0,13400,1.0,29430,0,3300,1.0,26120,0,11900,1.285714286,25054,0,23300,8.0,88548,0,13800,10.0,66722,0,6800,9.0,47096,0,17500,11.28571429,47142,0,14300,16.71428571,87593,0,14600,16.0,73834,0,8000,12.0,51789,Tartan,Drama,1 hrs. 39 min.,Unrated,
181,Napoleon Dynamite,0.71,0.73,6.8,224900,37900,286600,290100,6.0,210784,358900,233800,16.0,335172,481700,542600,55.71428571,575250,458400,773100,119.7142857,1066439,400800,362800,121.57142859999999,920058,573400,413600,154.71428569999998,1269756,601300,467400,332.2857143,2726276,659200,478300,355.2857143,2595551,531800,490400,477.2857143,3075276,357700,729600,488.85714289999993,2946045,Fox Searchlight,Comedy,1 hrs. 26 min.,PG,400000.0
182,Neil Young: Heart Of Gold,0.9,0.51,0.0,0,25100,34200,142000,3.0,55351,0,181400,26.0,203815,0,150400,32.85714286,206825,0,98800,30.71428571,128883,0,70300,36.0,147072,0,42800,45.0,140567,0,7500,43.14285714,102465,0,4900,43.0,79009,0,1700,37.14285714,52808,0,3300,38.71428571,48221,Paramount Classics,Concert,1 hrs. 43 min.,PG,
183,Never Let Me Go,0.71,0.7,7.2,32500,217200,53600,583300,4.0,176832,68800,681700,18.28571429,275906,0,598300,36.14285714,249851,0,711300,115.8571429,403389,0,75600,179.4285714,367853,0,24100,151.28571430000002,219660,0,5900,101.42857140000001,106752,0,0,46.85714286,44739,0,0,24.28571429,21302,0,0,21.5,3198,Fox Searchlight,Drama / Thriller,1 hrs. 44 min.,R,15000000.0
184,No Country For Old Men,0.95,0.84,8.2,2506500,259000,4252000,689900,24.71428571,1586046,3194600,1957300,308.85714289999993,5935610,162800,1483600,762.8571429,8924847,1195600,840800,889.4285714,5331599,683700,1089100,1154.5714289999999,5113024,158500,921900,1176.0,3866911,162000,2132800,966.4285714,3287561,242100,2017900,837.2857142999999,3467068,123900,1603600,708.0,2212265,141300,561600,543.2857142999999,1515071,Miramax,Crime Drama,2 hrs. 2 min.,R,25000000.0
185,No End In Sight,0.95,0.93,8.3,0,25700,0,35200,2.0,49527,0,97800,6.0,67484,0,156400,18.85714286,167058,0,138700,30.85714286,155091,0,160800,55.42857143,175609,0,144100,76.28571429,231161,0,88100,76.57142857,150091,0,54900,82.14285714,110082,0,11100,41.0,42855,0,4200,18.42857143,14233,Magnolia,Documentary,1 hrs. 42 min.,Unrated,2000000.0
186,Noah's Arc - Jumping The Broom,0.44,0.7,6.1,0,0,0,0,5.0,214205,0,0,5.0,100233,0,0,9.0,103985,0,0,7.0,45231,0,0,4.714285714,27900,0,0,4.0,25423,0,0,4.0,11965,0,0,1.0,1893,0,0,0.0,0,0,0,0.0,0,Logo Features,Comedy / Drama,1 hrs. 41 min.,R,
187,Notes on a Scandal,0.87,0.81,7.6,553800,592100,732900,1396300,21.0,743553,519100,1186300,63.85714286,1220383,579700,1067600,150.0,1994035,486500,777600,178.71428569999998,1446880,1382700,1097400,451.85714289999993,2866839,8700,704400,582.4285714,2117703,0,592200,562.7142857000001,1767115,0,514000,369.42857139999995,1107366,0,263300,271.85714289999993,646623,0,146600,246.0,70708,Fox Searchlight,Drama,1 hrs. 38 min.,R,15000000.0
188,Notorious Bettie Page,0.56,0.46,6.7,0,0,0,0,19.0,191181,0,0,46.85714286,243486,0,0,54.85714286,186571,0,0,56.14285714,159938,0,0,45.28571429,120274,0,0,39.0,64812,0,0,42.42857143,79868,0,0,35.14285714,49978,0,0,23.42857143,17817,0,0,14.14285714,9641,Picturehouse,Period Drama,1 hrs. 31 min.,R,
189,Once,0.97,0.9,8.0,0,29800,0,170700,2.0,88171,0,173300,14.14285714,461860,0,208100,43.28571429,523308,0,252200,71.28571429,582462,0,226000,94.42857143,656884,0,163000,103.7142857,609707,0,100500,99.42857143,497101,0,111800,98.57142857,579699,0,104900,92.85714286,417184,102400,104500,92.0,73135,Fox Searchlight,Music Drama,1 hrs. 25 min.,R,238723.0
190,Ondine,0.7,0.56,6.8,0,16500,0,72900,5.0,37547,0,74100,14.0,70062,0,20900,21.0,82309,0,31000,29.42857143,81165,0,12900,29.0,79496,0,700,20.85714286,38919,0,1500,15.85714286,20058,0,0,9.571428571,8929,0,0,5.1428571430000005,3988,0,1600,6.0,7610,Magnolia,Drama,1 hrs. 42 min.,PG-13,12000000.0
191,Page One: Inside The New York Times,0.8,0.74,0.0,0,20500,0,126700,2.0,42081,0,121900,13.0,65057,0,152800,35.0,195131,9400,54100,43.14285714,144140,0,26100,41.42857143,116150,0,14000,33.14285714,81116,0,6900,31.0,58540,0,2700,22.57142857,32585,0,5900,15.14285714,19692,0,0,10.57142857,11746,Magnolia,Documentary,1 hrs. 28 min.,R,
192,Palindromes,0.42,0.68,6.8,0,10300,0,64000,5.285714286,80745,0,49600,7.714285714,69100,0,62200,16.42857143,78987,0,59000,31.28571429,86791,0,1000,33.71428571,66582,0,0,20.28571429,29170,0,0,9.857142857000001,16626,0,0,4.8571428569999995,6175,0,600,2.5714285709999998,4815,0,0,2.0,707,Wellspring,Drama,1 hrs. 40 min.,Unrated,
193,Paper Heart,0.58,0.45,6.0,660500,15600,120000,120400,36.14285714,318837,0,214100,62.0,260025,0,62900,77.71428571,190381,0,31500,74.85714286,127061,0,11600,60.14285714,70353,0,3000,49.57142857,41094,0,0,35.85714286,24077,0,0,18.85714286,12484,0,0,7.714285714,2486,0,0,4.285714286,1266,Overture Films,Comedy,1 hrs. 29 min.,PG-13,
194,Paranormal Activity,0.82,0.56,0.0,0,0,0,0,9.142857142999999,232268,0,0,23.85714286,963610,0,0,157.0,12213171,0,0,740.1428571,25999339,0,0,1565.4285710000001,23802819,0,0,2072.857143,17653238,0,0,2160.428571,8745422,0,0,2184.428571,3910489,0,0,1169.285714,1347755,0,0,445.42857139999995,408655,Paramount,Horror,1 hrs. 39 min.,R,15000.0
195,Peaceful Warrior,0.25,0.66,7.0,0,25900,0,81200,10.0,111348,0,39100,11.0,77924,0,33400,9.0,49549,0,99900,30.28571429,158484,0,34000,28.0,117158,0,24600,22.28571429,61741,0,53700,30.85714286,100015,0,9500,28.71428571,67862,0,14600,18.0,42956,0,18400,10.85714286,23274,Lionsgate,Drama,2 hrs. 0 min.,PG-13,10000000.0
196,Play The Game,0.27,0.56,6.4,0,5400,0,9200,22.0,76579,600,8000,20.0,56747,400,500,16.0,46256,0,1300,12.0,22883,6000,9600,13.0,21770,0,18500,54.28571429,82598,0,0,41.57142857,43831,0,0,12.0,12076,0,0,6.0,4993,0,0,2.0,2661,Slowhand Cinema,Romantic Comedy,1 hrs. 45 min.,PG-13,1100000.0
197,Please Give,0.87,0.61,6.7,14800,69000,5000,31100,5.0,162266,2100,56900,23.0,281807,0,72000,40.85714286,293527,0,48900,43.85714286,277642,900,84600,42.0,275534,0,76700,74.42857143,326739,20500,75800,89.42857143,347029,6300,98000,218.8571429,573293,0,54600,160.4285714,323032,0,33100,113.8571429,257359,Sony Classics,Comedy / Drama,1 hrs. 30 min.,R,3000000.0
198,Pom Wonderful's Greatest Movie Ever Sold,0.73,0.65,0.0,89200,81700,41500,262500,18.0,151271,5000,168200,35.85714286,122360,0,67400,40.57142857,73694,0,34600,45.85714286,53627,0,21900,66.42857143,49239,0,9500,107.42857140000001,66243,0,0,22.57142857,7667,0,0,4.8571428569999995,1106,0,0,1.0,60,0,0,2.5,2206,Sony Classics,Documentary,1 hrs. 30 min.,PG-13,1500000.0
199,Precious,0.91,0.8,7.4,1005800,209800,1079900,347600,18.0,2827380,1115400,358000,172.0,7506565,1041900,993300,613.5714286,14561699,410900,628200,623.0,8036638,266400,499700,623.7142857000001,2732092,488100,363900,595.2857142999999,1633290,539300,142000,825.0,1758104,439000,134900,532.4285714,1415638,0,114900,536.0,1089310,0,219000,323.42857139999995,554058,Lionsgate,Drama,1 hrs. 49 min.,R,10000000.0
200,Princess Kaiulani,0.18,0.48,5.7,3800,20100,4000,136500,32.0,260008,1500,51200,43.71428571,210070,200,8800,34.42857143,148339,200,4000,22.28571429,66175,100,6100,24.0,50533,0,700,14.57142857,28280,0,0,6.714285714,10127,0,0,1.0,2935,0,0,2.0,3801,0,0,1.0,1146,Roadside Attractions,Drama,1 hrs. 37 min.,PG,9000000.0
201,"Prize Winner Of Defiance, Ohio",0.57,0.56,7.1,663200,99600,235200,326200,37.0,207779,46800,228700,36.85714286,134103,0,224500,25.71428571,70199,0,400,16.85714286,39411,0,0,15.57142857,24317,0,0,15.0,16667,0,0,16.28571429,13470,0,1400,6.571428571,5362,0,0,2.0,1134,0,0,1.714285714,1840,DreamWorks,Period Drama,1 hrs. 39 min.,PG-13,
202,Proof,0.63,0.56,6.8,3053600,382400,2288400,1167000,8.142857142999999,512756,1301200,1165200,83.71428571,2125252,851800,945200,204.71428569999998,2660710,372200,1229400,406.57142860000005,3322570,0,1059800,399.57142860000005,2184148,0,817000,280.0,1258682,0,464600,164.1428571,570112,0,330800,117.0,352752,0,124600,66.57142857,188296,400,18400,24.42857143,49492,Miramax,Drama,1 hrs. 39 min.,PG-13,20000000.0
203,Quinceanera,0.86,0.54,7.0,36100,57200,14100,236900,8.0,139527,0,155300,24.85714286,199084,0,164100,43.85714286,234035,0,196000,82.57142857,274750,0,80700,70.71428571,266020,0,32300,72.85714286,141705,0,15200,71.85714286,110889,0,13500,42.42857143,62651,0,8400,35.85714286,43984,0,0,23.14285714,22546,Sony Classics,Drama,1 hrs. 30 min.,R,400000.0
204,Rabbit Hole,0.86,0.69,7.2,66600,143500,162200,249200,4.0,70211,40000,515500,24.85714286,170414,40400,263000,28.0,176552,161300,107000,29.28571429,132307,37300,197800,79.14285714,354629,0,6000,80.85714286,237184,0,92900,102.42857140000001,210252,0,59300,105.8571429,165857,0,60000,81.85714286,97626,0,51700,48.85714286,66360,Lionsgate,Drama,1 hrs. 32 min.,PG-13,5000000.0
205,Rachel Getting Married,0.85,0.61,6.8,182300,189700,117200,291800,8.0,368426,24200,354900,26.57142857,577125,37100,413000,63.0,774369,48800,288000,99.85714286,915859,241400,249900,120.0,811899,133900,388600,347.7142857,1678988,43700,285000,341.42857139999995,1123798,5200,268300,232.28571430000002,784049,23800,183400,178.28571430000002,523467,0,128700,136.71428569999998,303729,Sony Classics,Drama,1 hrs. 54 min.,R,
206,Rescue Dawn,0.9,0.73,7.5,182400,180200,149600,330800,5.0,190014,652900,712400,26.42857143,449191,960700,576900,47.85714286,505375,531600,909500,333.0,1949181,39000,342100,441.57142860000005,982617,39000,69500,330.85714289999993,454201,0,0,249.1428571,253747,0,0,131.5714286,113597,0,0,61.28571429,65148,0,0,48.5,7610,MGM,War,2 hrs. 0 min.,PG-13,10000000.0
207,Restrepo,0.96,0.86,7.6,24900,9300,22000,27700,2.0,60623,18500,54100,10.0,111253,18000,54800,23.57142857,141602,20400,31500,29.0,137263,0,16100,26.57142857,104728,800,22100,32.42857143,110268,0,35500,45.0,162506,0,5900,45.14285714,104026,0,7200,37.28571429,83711,0,4300,29.42857143,53138,National Geographic Entertainment,Documentary,1 hrs. 34 min.,R,
208,Revolutionary Road,0.68,0.7,7.5,272300,113900,565200,1237800,3.0,389788,1614800,1375400,37.14285714,1289627,1244300,1271000,114.0,1896918,2436600,1241400,143.1428571,2222418,872600,897300,933.5714286,5889497,270800,570100,947.1428571,3119436,19200,358500,790.2857142999999,1861765,0,0,390.85714289999993,1157801,0,0,254.0,567081,0,0,207.28571430000002,377171,Paramount Vantage,Drama,1 hrs. 59 min.,R,35000000.0
209,Riding Giants,0.93,0.93,0.0,1300,34200,100,143900,19.14285714,193331,900,81800,34.85714286,313640,22600,86300,39.28571429,289799,0,120200,42.85714286,223528,0,77600,42.28571429,216149,0,96800,46.57142857,182659,700,64900,44.14285714,152593,0,28900,40.14285714,96244,0,13000,31.85714286,79040,0,10600,23.85714286,48744,Sony Classics,Documentary,1 hrs. 41 min.,PG-13,
210,Rocket Science,0.84,0.72,6.7,0,110500,0,333100,6.0,86556,0,298300,33.85714286,152082,0,148600,52.14285714,148068,0,54100,35.28571429,103299,0,39000,34.42857143,61297,0,0,33.42857143,40835,0,0,15.28571429,11018,0,0,10.14285714,5893,0,0,6.857142857,4384,0,0,6.714285714,3794,Picturehouse,Comedy,1 hrs. 38 min.,R,6000000.0
211,Romance & Cigarettes,0.53,0.56,6.2,0,0,0,8800,1.0,31795,0,9200,1.0,22903,0,0,1.0,15992,0,0,1.0,14703,0,8800,2.0,16142,0,1900,3.0,17598,0,1900,1.0,7037,0,1900,1.0,6352,0,6300,1.0,5938,0,27400,8.0,28099,Borotoro,Musical,1 hrs. 55 min.,R,
212,Roving Mars,0.7,0.71,0.0,0,119500,0,623500,24.85714286,486200,0,239100,24.85714286,309327,0,205500,25.0,257871,0,600,24.85714286,373074,0,0,22.71428571,240053,0,0,23.0,153411,0,0,20.85714286,178422,0,2000,17.0,133480,0,0,18.85714286,148684,0,0,18.57142857,111474,Buena Vista,IMAX,0 hrs. 40 min.,G,
213,Sarah Silverman: Jesus Is Magic,0.64,0.54,0.0,0,11400,0,32000,7.0,176066,0,105800,18.71428571,187335,0,97300,25.85714286,171281,0,104400,30.28571429,166620,0,119100,43.0,156472,0,42000,41.85714286,101936,0,6800,26.85714286,63388,0,500,29.71428571,67114,0,0,15.28571429,29113,0,900,11.42857143,14866,IDP,Concert,1 hrs. 12 min.,Unrated,
214,Saving Face,0.87,0.87,7.3,0,42600,0,170400,6.0,118911,0,64600,13.0,118347,0,75700,25.71428571,121244,0,107800,36.0,128619,0,81300,44.57142857,140764,0,43600,44.0,139868,0,23800,42.42857143,100668,0,8500,31.0,43006,0,1500,19.85714286,23488,0,1600,7.142857143,9884,Sony Classics,Romance,1 hrs. 31 min.,R,
215,Secrets Of Jonathan Sperry,0.0,0.85,5.9,0,0,0,0,104.57142859999999,300803,0,0,122.1428571,203392,0,900,94.71428571,147071,0,900,105.2857143,166321,0,0,78.57142857,86934,0,0,39.0,46693,0,0,29.85714286,40477,0,0,25.85714286,42059,0,0,15.28571429,19256,0,0,6.142857143,5196,Five & Two Pictures,Drama,1 hrs. 36 min.,PG,1000000.0
216,Separate Lies,0.72,0.46,6.5,0,0,0,0,2.0,34342,0,0,2.0,29155,0,0,16.0,67251,0,0,45.0,150533,0,0,45.85714286,127622,0,0,55.57142857,99765,0,0,81.42857143,104985,0,0,49.42857143,39005,0,0,13.57142857,7008,0,0,5.571428571,5473,Fox Searchlight,Drama / Thriller,1 hrs. 27 min.,R,
217,Sholem Aleichem: Laughing In The Darkness,1.0,0.68,0.0,0,0,0,0,1.0,38847,0,0,1.0,34789,0,6700,6.0,74837,0,5200,6.142857143,45389,0,9300,8.285714286000001,64898,0,10300,9.571428571,56781,0,6900,10.57142857,43399,0,7400,11.57142857,44396,0,5500,10.85714286,45086,0,8300,10.0,28039,International Film Circuit,Documentary,1 hrs. 33 min.,Unrated,500000.0
218,Shopgirl,0.61,0.51,6.5,967800,52500,1884900,333200,6.142857143,280673,3246000,598600,35.85714286,582180,331000,1166900,447.85714289999993,3023696,449000,892500,446.85714289999993,2081614,192300,970500,334.14285710000007,1282689,0,420000,272.85714289999993,819378,100,184900,238.8571429,481153,200,73500,164.8571429,253817,200,34400,95.14285714,113304,0,15900,25.71428571,33144,Buena Vista,Romantic Comedy,1 hrs. 44 min.,R,
219,Shortbus,0.66,0.74,6.6,0,16000,0,89100,3.428571429,128639,0,67200,16.14285714,196562,0,132300,33.85714286,227509,0,59200,43.28571429,204283,0,39400,46.42857143,174305,0,18700,42.0,122870,0,15100,30.71428571,80767,0,6200,19.85714286,53194,0,2900,16.57142857,40137,0,3900,16.0,6977,ThinkFilm,Comedy,1 hrs. 42 min.,Unrated,2000000.0
220,Shut Up & Sing,0.9,0.83,0.0,128400,88700,134200,262500,3.0,42597,600,163600,3.0,31340,0,250900,3.857142857,29237,0,677000,53.14285714,151157,0,226700,51.28571429,120100,0,78700,61.85714286,105009,0,58600,57.71428571,85613,0,53500,47.85714286,57120,0,20900,18.42857143,27164,0,0,17.0,27182,Weinstein Company,Documentary,1 hrs. 39 min.,R,
221,Sideways,0.96,0.77,7.7,0,209500,45900,484900,4.285714286,305754,0,433700,14.0,523617,5400,1507600,59.0,1340102,306400,742300,120.7142857,1621767,591500,1515300,278.0,2415056,176300,1049300,410.42857139999995,3057033,0,977800,408.14285710000007,1959944,1800,942500,390.2857143,1654591,8100,722600,322.85714289999993,1933874,8600,1690000,286.85714289999993,2448115,Fox Searchlight,Comedy,2 hrs. 3 min.,R,12000000.0
